entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000357,payment,offline,ord_000339,3299.00,65.98,11.88,0.00,0.00,0.00,3221.14,POS-BATCH-20250709-0052,SBIN25070900052,2025-07-08,2025-07-09,false,,CARD SALE TID000339
st_000374,payment,offline,ord_000355,3150.00,63.00,11.34,0.00,0.00,0.00,3075.66,POS-BATCH-20250709-0052,SBIN25070900052,2025-07-08,2025-07-09,false,,POS TID000355 SALE
st_000420,payment,website,ord_000401,5216.00,104.32,18.78,0.00,0.00,0.00,5092.90,RZP-STL-20250709-0112,RATNN25070900112,2025-07-07,2025-07-09,false,,rzp settlement pay_000401
st_000326,payment,flipkart,ord_000310,2745.00,466.65,84.00,27.45,2.75,0.00,2164.15,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-25,2025-07-10,false,,SETTLEMENT-OD000310-FA
st_000328,payment,flipkart,ord_000312,827.00,181.94,32.75,8.27,0.83,0.00,603.21,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-25,2025-07-10,false,,Sale Settlement OD000312
st_000330,payment,website,ord_000314,4595.00,91.90,16.54,0.00,0.00,0.00,4486.56,RZP-STL-20250710-0113,RATNN25071000113,2025-07-08,2025-07-10,false,,PG CAPTURE pay_000314
st_000335,payment,flipkart,ord_000318,851.00,161.69,29.10,8.51,0.85,0.00,650.85,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-25,2025-07-10,false,,SETTLEMENT-OD000318-FA
st_000337,payment,flipkart,ord_000320,1709.00,324.71,58.45,17.09,1.71,0.00,1307.04,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-30,2025-07-10,false,,Sale Settlement OD000320
st_000343,payment,flipkart,ord_000326,2875.00,488.75,87.98,28.75,2.88,0.00,2266.64,FK-SETL-20250710-0015,HDFCN25071000015,2025-07-02,2025-07-10,false,,SETTLEMENT-OD000326-FA
st_000346,payment,offline,ord_000329,5372.00,107.44,19.34,0.00,0.00,0.00,5245.22,POS-BATCH-20250710-0053,SBIN25071000053,2025-07-09,2025-07-10,false,,POS TID000329 SALE
st_000347,payment,flipkart,ord_000330,2220.00,421.80,75.92,22.20,2.22,0.00,1697.86,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-28,2025-07-10,false,,SETTLEMENT-OD000330-FA
st_000348,payment,offline,ord_000331,1727.00,35.26,6.22,0.00,0.00,0.00,1685.52,POS-BATCH-20250710-0053,SBIN25071000053,2025-07-09,2025-07-10,false,,CARD SALE TID000331
st_000349,payment,flipkart,ord_000332,2252.00,427.88,77.02,22.52,2.25,0.00,1722.33,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-28,2025-07-10,false,,Sale Settlement OD000332
st_000350,refund,flipkart,ord_000332,2252.00,427.88,77.02,22.52,2.25,1722.33,0.00,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-28,2025-07-10,false,,Return Recovery OD000332
st_000352,payment,flipkart,ord_000334,2158.00,323.70,58.27,21.58,2.16,0.00,1752.29,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-26,2025-07-10,false,,Sale Settlement OD000334
st_000355,payment,flipkart,ord_000337,2930.00,498.10,89.66,29.30,2.93,0.00,2310.01,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-27,2025-07-10,false,,Sale Settlement OD000337
st_000359,payment,flipkart,ord_000341,1831.00,402.82,72.51,18.31,1.83,0.00,1335.53,FK-SETL-20250710-0015,HDFCN25071000015,2025-07-01,2025-07-10,false,,Sale Settlement OD000341
st_000360,payment,flipkart,ord_000342,919.00,137.85,24.81,9.19,0.92,0.00,746.23,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-29,2025-07-10,false,,Sale Settlement OD000342
st_000362,payment,flipkart,ord_000344,2738.50,465.55,83.80,27.39,2.74,0.00,2159.02,FK-SETL-20250710-0015,HDFCN25071000015,2025-07-03,2025-07-10,false,,SETTLEMENT-OD000344-FA
st_000365,payment,website,ord_000346,2925.00,58.50,10.53,0.00,0.00,0.00,2855.97,RZP-STL-20250710-0113,RATNN25071000113,2025-07-08,2025-07-10,false,,PG CAPTURE pay_000346
st_000366,payment,flipkart,ord_000347,1633.00,244.95,44.09,16.33,1.63,0.00,1326.00,FK-SETL-20250710-0015,HDFCN25071000015,2025-07-02,2025-07-10,false,,Sale Settlement OD000347
st_000372,payment,flipkart,ord_000353,3023.00,513.91,92.50,30.23,3.02,0.00,2383.34,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-25,2025-07-10,false,,SETTLEMENT-OD000353-FA
st_000373,payment,flipkart,ord_000354,694.00,152.68,27.48,6.94,0.69,0.00,506.21,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-30,2025-07-10,false,,SETTLEMENT-OD000354-FA
st_000377,payment,flipkart,ord_000358,2064.00,350.88,63.16,20.64,2.06,0.00,1627.26,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-30,2025-07-10,false,,Sale Settlement OD000358
st_000378,payment,flipkart,ord_000359,2203.00,374.51,67.41,22.03,2.20,0.00,1736.85,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-25,2025-07-10,false,,Sale Settlement OD000359
st_000379,payment,flipkart,ord_000360,595.00,130.90,23.56,5.95,0.60,0.00,433.99,FK-SETL-20250710-0015,HDFCN25071000015,2025-07-01,2025-07-10,false,,SETTLEMENT-OD000360-FA
st_000388,payment,flipkart,ord_000369,2320.00,348.00,62.64,23.20,2.32,0.00,1883.84,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-30,2025-07-10,false,,Sale Settlement OD000369
st_000389,payment,flipkart,ord_000370,2176.00,326.40,58.75,21.76,2.18,0.00,1766.91,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-28,2025-07-10,false,,SETTLEMENT-OD000370-FA
st_000392,payment,flipkart,ord_000373,1346.00,296.12,53.30,13.46,1.35,0.00,981.77,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-27,2025-07-10,false,,Sale Settlement OD000373
st_000393,payment,flipkart,ord_000374,929.00,157.93,28.43,9.29,0.93,0.00,732.42,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-26,2025-07-10,false,,Sale Settlement OD000374
st_000396,payment,flipkart,ord_000377,2356.00,632.32,113.82,23.56,2.36,0.00,1583.94,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-30,2025-07-10,false,,Sale Settlement OD000377 SHIPPING FEE ADJ
st_000397,payment,flipkart,ord_000378,1108.00,188.36,33.90,11.08,1.11,0.00,873.55,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-28,2025-07-10,false,,Sale Settlement OD000378
st_000399,payment,website,ord_000380,3637.00,72.74,13.09,0.00,0.00,0.00,3551.17,RZP-STL-20250710-0113,RATNN25071000113,2025-07-08,2025-07-10,false,,rzp settlement pay_000380
st_000401,payment,flipkart,ord_000382,3089.00,679.58,122.32,30.89,3.09,0.00,2253.12,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-25,2025-07-10,false,,Sale Settlement OD000382
st_000404,payment,offline,ord_000385,4068.00,81.36,14.64,0.00,0.00,0.00,3972.00,POS-BATCH-20250710-0053,SBIN25071000053,2025-07-09,2025-07-10,false,,POS TID000385 SALE
st_000405,payment,flipkart,ord_000386,1579.00,268.43,48.32,15.79,1.58,0.00,1244.88,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-28,2025-07-10,false,,SETTLEMENT-OD000386-FA
st_000407,payment,flipkart,ord_000388,1261.00,239.59,43.13,12.61,1.26,0.00,964.41,FK-SETL-20250710-0015,HDFCN25071000015,2025-07-01,2025-07-10,false,,SETTLEMENT-OD000388-FA
st_000410,payment,flipkart,ord_000391,691.00,132.13,23.63,6.91,0.69,0.00,527.64,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-29,2025-07-10,false,,SETTLEMENT-OD000391-FA
st_000411,payment,offline,ord_000392,2545.00,50.90,9.16,0.00,0.00,0.00,2484.94,POS-BATCH-20250710-0053,SBIN25071000053,2025-07-09,2025-07-10,false,,POS TID000392 SALE
st_000414,payment,flipkart,ord_000395,2242.00,381.14,68.61,22.42,2.24,0.00,1767.59,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-26,2025-07-10,false,,Sale Settlement OD000395
st_000421,payment,flipkart,ord_000402,2479.00,421.43,75.86,24.79,2.48,0.00,1954.44,FK-SETL-20250710-0015,HDFCN25071000015,2025-07-01,2025-07-10,false,,Sale Settlement OD000402
st_000425,payment,flipkart,ord_000405,4068.00,772.92,139.13,40.68,4.07,0.00,3111.20,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-25,2025-07-10,false,,SETTLEMENT-OD000405-FA
st_000429,payment,flipkart,ord_000409,4233.00,931.26,167.63,42.33,4.23,0.00,3087.55,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-27,2025-07-10,false,,SETTLEMENT-OD000409-FA
st_001111,refund,flipkart,ord_000087,1062.91,0.00,0.00,0.00,0.00,1062.91,0.00,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-05,2025-07-10,false,,CUSTOMER RETURN OD000087 RTO
st_001112,refund,flipkart,ord_000098,533.88,0.00,0.00,0.00,0.00,533.88,0.00,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-04,2025-07-10,false,,CUSTOMER RETURN OD000098 RTO
st_001113,refund,flipkart,ord_000104,1544.14,0.00,0.00,0.00,0.00,1544.14,0.00,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-08,2025-07-10,false,,CUSTOMER RETURN OD000104 RTO
st_001114,refund,flipkart,ord_000118,3127.83,0.00,0.00,0.00,0.00,3127.83,0.00,FK-SETL-20250710-0015,HDFCN25071000015,2025-06-05,2025-07-10,false,,Return Recovery OD000118 RTO
st_000358,payment,website,ord_000340,5540.00,110.80,19.94,0.00,0.00,0.00,5409.26,RZP-STL-20250711-0114,RATNN25071100114,2025-07-09,2025-07-11,false,,rzp settlement pay_000340
st_000413,payment,offline,ord_000394,2580.00,51.60,9.29,0.00,0.00,0.00,2519.11,POS-BATCH-20250711-0054,SBIN25071100054,2025-07-10,2025-07-11,false,,CARD SALE TID000394
st_000340,payment,website,ord_000323,1498.00,29.96,5.39,0.00,0.00,0.00,1462.65,RZP-STL-20250712-0115,RATNN25071200115,2025-07-10,2025-07-12,false,,PG CAPTURE pay_000323
st_000356,payment,offline,ord_000338,5178.00,103.56,18.64,0.00,0.00,0.00,5055.80,POS-BATCH-20250712-0055,SBIN25071200055,2025-07-11,2025-07-12,false,,CARD SALE TID000338
st_000361,payment,offline,ord_000343,2138.00,42.76,7.70,0.00,0.00,0.00,2087.54,POS-BATCH-20250712-0055,SBIN25071200055,2025-07-11,2025-07-12,false,,POS TID000343 SALE
st_000375,payment,offline,ord_000356,1935.00,38.70,6.97,0.00,0.00,0.00,1889.33,POS-BATCH-20250712-0055,SBIN25071200055,2025-07-11,2025-07-12,false,,POS TID000356 SALE
st_000338,payment,website,ord_000321,3792.00,75.84,13.65,0.00,0.00,0.00,3702.51,RZP-STL-20250713-0116,RATNN25071300116,2025-07-11,2025-07-13,false,,rzp settlement pay_000321
st_000353,payment,offline,ord_000335,1288.00,25.76,4.64,0.00,0.00,0.00,1257.60,POS-BATCH-20250713-0056,SBIN25071300056,2025-07-12,2025-07-13,false,,POS TID000335 SALE
st_000382,payment,website,ord_000363,2864.00,57.28,10.31,0.00,0.00,0.00,2796.41,RZP-STL-20250713-0116,RATNN25071300116,2025-07-11,2025-07-13,false,,rzp settlement pay_000363
st_000422,payment,website,ord_000403,3844.00,76.88,13.84,0.00,0.00,0.00,3753.28,RZP-STL-20250713-0116,RATNN25071300116,2025-07-11,2025-07-13,false,,rzp settlement pay_000403
st_000423,refund,website,ord_000403,-3844.00,-76.88,-13.84,0.00,0.00,0.00,-3753.28,RZP-STL-20250713-0116,RATNN25071300116,2025-07-11,2025-07-13,false,,PG REFUND pay_000403
