order_id,channel,order_value,expected_commission_rate,expected_fee,expected_net,status,resolution_reason
ord_000753,amazon,3631.00,0.18,653.58,2819.84,booked,
ord_000757,flipkart,3960.00,0.17,673.20,3122.06,booked,
ord_000760,amazon,2529.99,0.24,607.20,1785.66,booked,
ord_000763,flipkart,1769.00,0.17,300.73,1394.68,booked,
ord_000765,amazon,2694.50,0.24,0.00,0.00,booked,
ord_000767,amazon,3020.00,0.20,604.00,2274.06,booked,
ord_000770,amazon,4341.00,0.18,781.38,3371.22,booked,
ord_000772,amazon,3784.99,0.20,757.00,2850.10,booked,
ord_000773,myntra,4057.00,0.25,1014.25,2815.55,booked,
ord_000774,flipkart,3972.00,0.17,675.24,3131.53,booked,
ord_000775,flipkart,2136.00,0.17,363.12,1684.02,booked,
ord_000776,myntra,3404.00,0.25,851.00,2362.38,booked,
ord_000777,amazon,3670.00,0.24,880.80,2590.29,booked,
ord_000781,flipkart,4162.00,0.17,707.54,3281.32,booked,
ord_000782,flipkart,3747.00,0.22,824.34,2733.06,booked,
ord_000783,amazon,2729.00,0.20,545.80,2054.94,booked,
ord_000803,myntra,4958.50,0.22,1090.87,3616.72,booked,
ord_000821,myntra,3082.00,0.25,770.50,2138.91,booked,
ord_000825,myntra,3006.00,0.25,751.50,2086.16,booked,
ord_000846,myntra,4742.00,0.28,0.00,0.00,booked,
ord_000859,myntra,2337.99,0.22,514.36,1705.33,booked,
ord_000879,myntra,4958.25,0.25,1239.56,3441.03,booked,
ord_000893,myntra,4274.50,0.25,1068.63,2966.50,booked,
ord_000903,myntra,5304.00,0.25,1326.00,3680.98,booked,
