entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000497,payment,myntra,ord_000475,3871.25,967.81,174.21,38.71,3.87,0.00,2686.65,MYN-PO-20250714-0026,ICICN25071400026,2025-06-30,2025-07-14,false,,SJIT SALE ord_000475
st_000500,payment,myntra,ord_000478,3993.00,878.46,158.12,39.93,3.99,0.00,2912.50,MYN-PO-20250714-0026,ICICN25071400026,2025-07-03,2025-07-14,false,,SJIT SALE ord_000478
st_000502,payment,myntra,ord_000480,4158.00,914.76,164.66,41.58,4.16,0.00,3032.84,MYN-PO-20250714-0026,ICICN25071400026,2025-07-02,2025-07-14,false,,SJIT SALE ord_000480
st_000503,refund,myntra,ord_000480,-4158.00,-914.76,-164.66,-41.58,-4.16,0.00,-3032.84,MYN-PO-20250714-0026,ICICN25071400026,2025-07-02,2025-07-14,false,,CUSTOMER CANCEL ord_000480
st_000504,payment,myntra,ord_000481,2519.00,705.32,126.96,25.19,2.52,0.00,1659.01,MYN-PO-20250714-0026,ICICN25071400026,2025-06-29,2025-07-14,false,,PPMP SALE ord_000481
st_000507,payment,myntra,ord_000484,4204.00,840.80,151.34,42.04,4.20,0.00,3165.62,MYN-PO-20250714-0026,ICICN25071400026,2025-07-01,2025-07-14,false,,SJIT SALE ord_000484
st_000509,payment,myntra,ord_000486,4805.00,1057.10,190.28,48.05,4.81,0.00,3504.76,MYN-PO-20250714-0026,ICICN25071400026,2025-06-23,2025-07-14,false,,PPMP SALE ord_000486
st_000510,payment,myntra,ord_000487,3950.00,1074.40,193.39,39.50,3.95,0.00,2638.76,MYN-PO-20250714-0026,ICICN25071400026,2025-06-29,2025-07-14,false,,SJIT SALE ord_000487
st_000518,payment,myntra,ord_000494,2757.99,606.76,109.22,27.58,2.76,0.00,2011.67,MYN-PO-20250714-0026,ICICN25071400026,2025-06-25,2025-07-14,false,,SJIT SALE ord_000494
st_000520,payment,myntra,ord_000496,4068.00,1106.50,199.17,40.68,4.07,0.00,2717.58,MYN-PO-20250714-0026,ICICN25071400026,2025-06-28,2025-07-14,false,,PPMP SALE ord_000496
st_000526,payment,myntra,ord_000502,4291.00,944.02,169.92,42.91,4.29,0.00,3129.86,MYN-PO-20250714-0026,ICICN25071400026,2025-07-03,2025-07-14,false,,PPMP SALE ord_000502
st_000527,payment,myntra,ord_000503,1500.00,408.00,73.44,15.00,1.50,0.00,1002.06,MYN-PO-20250714-0026,ICICN25071400026,2025-06-24,2025-07-14,false,,SJIT SALE ord_000503
st_000528,payment,myntra,ord_000504,5861.00,1465.25,263.75,58.61,5.86,0.00,4067.53,MYN-PO-20250714-0026,ICICN25071400026,2025-06-28,2025-07-14,false,,SJIT SALE ord_000504
st_000529,payment,myntra,ord_000505,2252.00,631.03,113.50,22.52,2.25,0.00,1482.70,MYN-PO-20250714-0026,ICICN25071400026,2025-07-03,2025-07-14,false,,PPMP SALE ord_000505
st_000537,payment,myntra,ord_000513,5040.00,1370.88,246.76,50.40,5.04,0.00,3366.92,MYN-PO-20250714-0026,ICICN25071400026,2025-06-28,2025-07-14,false,,SJIT SALE ord_000513
st_000540,payment,myntra,ord_000516,2935.00,798.32,143.70,29.35,2.94,0.00,1960.69,MYN-PO-20250714-0026,ICICN25071400026,2025-06-26,2025-07-14,false,,SJIT SALE ord_000516
st_000543,payment,myntra,ord_000519,1885.25,512.79,92.30,18.85,1.89,0.00,1259.42,MYN-PO-20250714-0026,ICICN25071400026,2025-06-24,2025-07-14,false,,PPMP SALE ord_000519
st_000545,payment,myntra,ord_000521,5760.00,1152.00,207.36,57.60,5.76,0.00,4337.28,MYN-PO-20250714-0026,ICICN25071400026,2025-06-23,2025-07-14,false,,SJIT SALE ord_000521
st_000546,payment,myntra,ord_000522,2356.00,518.32,93.30,23.56,2.36,0.00,1718.46,MYN-PO-20250714-0026,ICICN25071400026,2025-06-25,2025-07-14,false,,PPMP SALE ord_000522
st_001130,adjustment,myntra,ord_000193,1200.29,0.00,0.00,0.00,0.00,0.00,1200.29,MYN-PO-20250714-0026,ICICN25071400026,2025-06-09,2025-07-14,false,,CLAIM REIMBURSEMENT ord_000193
st_000150,payment,amazon,ord_000142,3681.00,662.58,119.26,36.81,3.68,0.00,2858.67,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-12,2025-07-15,false,,Order Payment ord_000142 FBA
st_000157,payment,amazon,ord_000148,4590.00,1101.60,198.29,45.90,4.59,0.00,3239.62,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-13,2025-07-15,false,,Principal ord_000148
st_000165,payment,amazon,ord_000156,4320.00,1036.80,186.62,43.20,4.32,0.00,3049.06,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-10,2025-07-15,false,,Order Payment ord_000156 EASYSHIP
st_000213,payment,amazon,ord_000202,2014.00,483.36,87.00,20.14,2.01,0.00,1421.49,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-10,2025-07-15,false,,Order Payment ord_000202 FBA
st_000224,payment,amazon,ord_000212,1447.00,289.40,52.09,14.47,1.45,0.00,1089.59,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-17,2025-07-15,false,,Principal ord_000212
st_000430,payment,amazon,ord_000410,2268.00,544.32,97.98,22.68,2.27,0.00,1600.75,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-01,2025-07-15,false,,Order Payment ord_000410 EASYSHIP
st_000431,payment,amazon,ord_000411,2399.00,479.80,86.36,23.99,2.40,0.00,1806.45,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-01,2025-07-15,false,,Order Payment ord_000411 EASYSHIP
st_000435,payment,amazon,ord_000415,2677.00,575.56,103.60,26.77,2.68,0.00,1968.39,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-02,2025-07-15,false,,Principal ord_000415
st_000438,payment,amazon,ord_000418,2957.00,635.76,114.44,29.57,2.96,0.00,2174.27,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-06,2025-07-15,false,,Order Payment ord_000418 FBA
st_000446,payment,amazon,ord_000426,2333.00,513.26,92.39,23.33,2.33,0.00,1701.69,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-04,2025-07-15,false,,Principal ord_000426
st_000450,payment,amazon,ord_000430,4970.00,994.00,178.92,49.70,4.97,0.00,3742.41,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-05,2025-07-15,false,,Order Payment ord_000430 EASYSHIP
st_000457,payment,amazon,ord_000437,4944.00,1087.68,195.78,49.44,4.94,0.00,3606.16,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-03,2025-07-15,false,,Order Payment ord_000437 EASYSHIP
st_000458,payment,amazon,ord_000438,3132.00,673.38,121.21,31.32,3.13,0.00,2302.96,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-02,2025-07-15,false,,Principal ord_000438
st_000462,payment,offline,ord_000442,1189.00,23.78,4.28,0.00,0.00,0.00,1160.94,POS-BATCH-20250715-0058,SBIN25071500058,2025-07-14,2025-07-15,false,,CARD SALE TID000442
st_000467,payment,amazon,ord_000447,2398.00,431.64,77.70,23.98,2.40,0.00,1862.28,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-08,2025-07-15,false,,Principal ord_000447
st_000468,payment,amazon,ord_000448,1718.00,377.96,68.03,17.18,1.72,0.00,1253.11,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-04,2025-07-15,false,,Order Payment ord_000448 EASYSHIP
st_000475,payment,website,ord_000455,2997.00,59.94,10.79,0.00,0.00,0.00,2926.27,RZP-STL-20250715-0118,RATNN25071500118,2025-07-13,2025-07-15,false,,rzp settlement pay_000455
st_000478,payment,offline,ord_000458,2754.50,55.09,9.92,0.00,0.00,0.00,2689.49,POS-BATCH-20250715-0058,SBIN25071500058,2025-07-14,2025-07-15,false,,CARD SALE TID000458
st_000491,payment,website,ord_000470,5424.00,108.48,19.53,0.00,0.00,0.00,5295.99,RZP-STL-20250715-0118,RATNN25071500118,2025-07-13,2025-07-15,false,,PG CAPTURE pay_000470
st_000492,refund,website,ord_000470,-5424.00,-108.48,-19.53,0.00,0.00,0.00,-5295.99,RZP-STL-20250715-0118,RATNN25071500118,2025-07-13,2025-07-15,false,,rfnd_000470 refund
st_000498,payment,amazon,ord_000476,1816.00,390.44,70.28,18.16,1.82,0.00,1335.30,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-06,2025-07-15,false,,Order Payment ord_000476 FBA
st_000508,payment,amazon,ord_000485,1205.00,216.90,39.04,12.05,1.21,0.00,935.80,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-03,2025-07-15,false,,Order Payment ord_000485 EASYSHIP
st_000514,payment,amazon,ord_000490,4157.25,831.45,149.66,41.57,4.16,0.00,3130.41,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-03,2025-07-15,false,,Order Payment ord_000490 FBA
st_000521,payment,amazon,ord_000497,3173.00,634.60,114.23,31.73,3.17,0.00,2389.27,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-06,2025-07-15,false,,Principal ord_000497
st_000525,payment,amazon,ord_000501,1369.50,294.44,53.00,13.70,1.37,0.00,1006.99,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-08,2025-07-15,false,,Order Payment ord_000501 EASYSHIP
st_000538,payment,amazon,ord_000514,3657.00,731.40,131.65,36.57,3.66,0.00,2753.72,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-04,2025-07-15,false,,Principal ord_000514
st_000539,payment,amazon,ord_000515,1013.00,222.86,40.11,10.13,1.01,0.00,738.89,AMZ-STL-20250715-0006,AXISN25071500006,2025-07-07,2025-07-15,false,,Order Payment ord_000515 EASYSHIP
st_001137,refund,amazon,ord_000237,-1836.65,0.00,0.00,0.00,0.00,0.00,-1836.65,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-23,2025-07-15,false,,Return-Principal ord_000237
st_001138,refund,amazon,ord_000265,-2848.60,0.00,0.00,0.00,0.00,0.00,-2848.60,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-20,2025-07-15,false,,Refund ord_000265 CUSTOMER RETURN
st_001139,refund,amazon,ord_000282,-1919.07,0.00,0.00,0.00,0.00,0.00,-1919.07,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-21,2025-07-15,false,,Return-Principal ord_000282
st_001140,refund,amazon,ord_000305,-1473.39,0.00,0.00,0.00,0.00,0.00,-1473.39,AMZ-STL-20250715-0006,AXISN25071500006,2025-06-20,2025-07-15,false,,Return-Principal ord_000305
st_000452,payment,website,ord_000432,5175.00,103.50,18.63,0.00,0.00,0.00,5052.87,RZP-STL-20250716-0119,RATNN25071600119,2025-07-14,2025-07-16,false,,rzp settlement pay_000432
st_000465,payment,website,ord_000445,5490.25,110.19,19.77,0.00,0.00,0.00,5360.29,RZP-STL-20250716-0119,RATNN25071600119,2025-07-14,2025-07-16,false,,PG CAPTURE pay_000445
st_000495,payment,website,ord_000473,3413.00,68.26,12.29,0.00,0.00,0.00,3332.45,RZP-STL-20250716-0119,RATNN25071600119,2025-07-14,2025-07-16,false,,rzp settlement pay_000473
st_000511,payment,website,ord_000488,5923.25,118.47,21.32,0.00,0.00,0.00,5783.46,RZP-STL-20250716-0119,RATNN25071600119,2025-07-14,2025-07-16,false,,PG CAPTURE pay_000488
st_000512,refund,website,ord_000488,-5923.25,-118.47,-21.32,0.00,0.00,0.00,-5783.46,RZP-STL-20250716-0119,RATNN25071600119,2025-07-14,2025-07-16,false,,rfnd_000488 refund
st_000530,payment,website,ord_000506,5480.00,109.60,19.73,0.00,0.00,0.00,5350.67,RZP-STL-20250716-0119,RATNN25071600119,2025-07-14,2025-07-16,false,,PG CAPTURE pay_000506
st_000544,payment,website,ord_000520,1426.00,28.52,5.13,0.00,0.00,0.00,1392.35,RZP-STL-20250716-0119,RATNN25071600119,2025-07-14,2025-07-16,false,,PG CAPTURE pay_000520
st_000548,payment,offline,ord_000524,4993.00,99.86,17.97,0.00,0.00,0.00,4875.17,POS-BATCH-20250716-0059,SBIN25071600059,2025-07-15,2025-07-16,false,,POS TID000524 SALE
st_000432,payment,website,ord_000412,3149.00,62.98,11.34,0.00,0.00,0.00,3074.68,RZP-STL-20250717-0120,RATNN25071700120,2025-07-15,2025-07-17,false,,PG CAPTURE pay_000412
st_000434,payment,flipkart,ord_000414,1413.00,310.86,55.95,14.13,1.41,0.00,1030.65,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-06,2025-07-17,false,,SETTLEMENT-OD000414-FA
st_000437,payment,flipkart,ord_000417,1290.00,193.50,34.83,12.90,1.29,0.00,1047.48,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-06,2025-07-17,false,,Sale Settlement OD000417
st_000439,payment,website,ord_000419,3963.00,79.26,14.27,0.00,0.00,0.00,3869.47,RZP-STL-20250717-0120,RATNN25071700120,2025-07-15,2025-07-17,false,,PG CAPTURE pay_000419
st_000444,payment,offline,ord_000424,3571.00,71.42,12.86,0.00,0.00,0.00,3486.72,POS-BATCH-20250717-0060,SBIN25071700060,2025-07-16,2025-07-17,false,,CARD SALE TID000424
st_000445,payment,flipkart,ord_000425,4250.00,807.50,145.35,42.50,4.25,0.00,3250.40,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-10,2025-07-17,false,,Sale Settlement OD000425
st_000451,payment,flipkart,ord_000431,4308.00,818.52,147.33,43.08,4.31,0.00,3294.76,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-07,2025-07-17,false,,Sale Settlement OD000431
st_000453,payment,flipkart,ord_000433,677.00,101.55,18.28,6.77,0.68,0.00,549.72,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-10,2025-07-17,false,,SETTLEMENT-OD000433-FA
st_000455,payment,flipkart,ord_000435,2129.00,404.51,72.81,21.29,2.13,0.00,1628.26,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-03,2025-07-17,false,,Sale Settlement OD000435
st_000459,payment,flipkart,ord_000439,771.00,146.49,26.37,7.71,0.77,0.00,589.66,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-04,2025-07-17,false,,Sale Settlement OD000439
st_000476,payment,flipkart,ord_000456,1678.00,251.70,45.31,16.78,1.68,0.00,1362.53,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-06,2025-07-17,false,,Sale Settlement OD000456
st_000481,payment,flipkart,ord_000461,2783.00,528.77,95.18,27.83,2.78,0.00,2128.44,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-07,2025-07-17,false,,Sale Settlement OD000461
st_000483,payment,flipkart,ord_000463,4173.00,626.68,112.67,41.73,4.17,0.00,3387.75,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-05,2025-07-17,false,,Sale Settlement OD000463
st_000484,payment,flipkart,ord_000464,2648.00,450.16,81.03,0.00,2.65,0.00,2114.16,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-03,2025-07-17,false,,SETTLEMENT-OD000464-FA
st_000485,payment,flipkart,ord_000465,4334.00,823.46,148.22,43.34,4.33,0.00,3314.65,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-09,2025-07-17,false,,SETTLEMENT-OD000465-FA
st_000488,payment,flipkart,ord_000468,1332.00,226.44,40.76,13.32,1.33,0.00,1050.15,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-05,2025-07-17,false,,Sale Settlement OD000468
st_000489,payment,flipkart,ord_000469,3770.00,565.50,101.79,37.70,3.77,0.00,3061.24,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-05,2025-07-17,false,,Sale Settlement OD000469
st_000490,refund,flipkart,ord_000469,3770.00,565.50,101.79,37.70,3.77,3061.24,0.00,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-05,2025-07-17,false,,CUSTOMER RETURN OD000469
st_000493,payment,website,ord_000471,5204.00,104.08,18.73,0.00,0.00,0.00,5081.19,RZP-STL-20250717-0120,RATNN25071700120,2025-07-15,2025-07-17,false,,rzp settlement pay_000471
st_000496,payment,flipkart,ord_000474,2132.25,362.48,65.25,21.32,2.13,0.00,1681.07,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-04,2025-07-17,false,,Sale Settlement OD000474
st_000505,payment,flipkart,ord_000482,3018.00,452.70,81.49,30.18,3.02,0.00,2450.61,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-10,2025-07-17,false,,SETTLEMENT-OD000482-FA
st_000506,payment,flipkart,ord_000483,4404.00,748.68,134.76,44.04,4.40,0.00,3472.12,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-05,2025-07-17,false,,Sale Settlement OD000483
st_000513,payment,flipkart,ord_000489,2412.00,458.28,82.49,24.12,2.41,0.00,1844.70,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-04,2025-07-17,false,,Sale Settlement OD000489
st_000517,payment,flipkart,ord_000493,2769.00,526.11,94.70,27.69,2.77,0.00,2117.73,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-06,2025-07-17,false,,SETTLEMENT-OD000493-FA
st_000519,payment,flipkart,ord_000495,1549.00,340.78,61.34,15.49,1.55,0.00,1129.84,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-07,2025-07-17,false,,Sale Settlement OD000495
st_000523,payment,flipkart,ord_000499,1594.00,350.68,63.12,15.94,1.59,0.00,1162.67,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-05,2025-07-17,false,,Sale Settlement OD000499
st_000531,payment,flipkart,ord_000507,619.00,136.18,24.51,6.19,0.62,0.00,451.50,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-06,2025-07-17,false,,Sale Settlement OD000507
st_000532,payment,flipkart,ord_000508,3878.25,736.87,132.64,38.78,3.88,0.00,2966.08,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-04,2025-07-17,false,,SETTLEMENT-OD000508-FA
st_000533,payment,flipkart,ord_000509,692.00,117.64,21.18,6.92,0.69,0.00,545.57,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-04,2025-07-17,false,,SETTLEMENT-OD000509-FA
st_000541,payment,flipkart,ord_000517,3648.00,693.12,124.76,36.48,3.65,0.00,2789.99,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-05,2025-07-17,false,,Sale Settlement OD000517
st_000551,payment,flipkart,ord_000526,1145.00,251.90,45.34,11.45,1.15,0.00,835.16,FK-SETL-20250717-0016,HDFCN25071700016,2025-07-09,2025-07-17,false,,SETTLEMENT-OD000526-FA
st_001122,refund,flipkart,ord_000168,2412.50,0.00,0.00,0.00,0.00,2412.50,0.00,FK-SETL-20250717-0016,HDFCN25071700016,2025-06-17,2025-07-17,false,,Return Recovery OD000168 RTO
st_001123,refund,flipkart,ord_000175,2886.41,0.00,0.00,0.00,0.00,2886.41,0.00,FK-SETL-20250717-0016,HDFCN25071700016,2025-06-16,2025-07-17,false,,Return Recovery OD000175 RTO
st_001124,refund,flipkart,ord_000179,1977.77,0.00,0.00,0.00,0.00,1977.77,0.00,FK-SETL-20250717-0016,HDFCN25071700016,2025-06-17,2025-07-17,false,,CUSTOMER RETURN OD000179 RTO
st_001125,refund,flipkart,ord_000210,3249.47,0.00,0.00,0.00,0.00,3249.47,0.00,FK-SETL-20250717-0016,HDFCN25071700016,2025-06-17,2025-07-17,false,,Return Recovery OD000210 RTO
st_000443,payment,website,ord_000423,1299.00,25.98,4.68,0.00,0.00,0.00,1268.34,RZP-STL-20250718-0121,RATNN25071800121,2025-07-16,2025-07-18,false,,rzp settlement pay_000423
st_000449,payment,website,ord_000429,3433.00,68.66,12.36,0.00,0.00,0.00,3351.98,RZP-STL-20250718-0121,RATNN25071800121,2025-07-16,2025-07-18,false,,rzp settlement pay_000429
st_000464,payment,offline,ord_000444,1582.00,31.64,5.70,0.00,0.00,0.00,1544.66,POS-BATCH-20250718-0061,SBIN25071800061,2025-07-17,2025-07-18,false,,POS TID000444 SALE
st_000486,payment,website,ord_000466,3249.00,64.98,11.70,0.00,0.00,0.00,3172.32,RZP-STL-20250718-0121,RATNN25071800121,2025-07-16,2025-07-18,false,,PG CAPTURE pay_000466
st_000466,payment,website,ord_000446,2233.25,44.67,8.04,0.00,0.00,0.00,2180.54,RZP-STL-20250719-0122,RATNN25071900122,2025-07-17,2025-07-19,false,,PG CAPTURE pay_000446
st_000470,payment,website,ord_000450,3733.50,75.50,13.44,0.00,0.00,0.00,3644.56,RZP-STL-20250719-0122,RATNN25071900122,2025-07-17,2025-07-19,false,,rzp settlement pay_000450
st_000477,payment,website,ord_000457,1832.00,36.64,6.60,0.00,0.00,0.00,1788.76,RZP-STL-20250719-0122,RATNN25071900122,2025-07-17,2025-07-19,false,,rzp settlement pay_000457
st_000499,payment,offline,ord_000477,1376.00,27.52,4.95,0.00,0.00,0.00,1343.53,POS-BATCH-20250719-0062,SBIN25071900062,2025-07-18,2025-07-19,false,,POS TID000477 SALE
st_000536,payment,offline,ord_000512,4088.00,81.76,14.72,0.00,0.00,0.00,3991.52,POS-BATCH-20250719-0062,SBIN25071900062,2025-07-18,2025-07-19,false,,CARD SALE TID000512
st_000549,payment,website,ord_000525,4251.00,85.02,15.30,0.00,0.00,0.00,4150.68,RZP-STL-20250719-0122,RATNN25071900122,2025-07-17,2025-07-19,false,,PG CAPTURE pay_000525
st_000550,refund,website,ord_000525,-4251.00,-85.02,-15.30,0.00,0.00,0.00,-4150.68,RZP-STL-20250719-0122,RATNN25071900122,2025-07-17,2025-07-19,false,,PG REFUND pay_000525
st_000461,payment,offline,ord_000441,2636.00,52.72,9.49,0.00,0.00,0.00,2573.79,POS-BATCH-20250720-0063,SBIN25072000063,2025-07-19,2025-07-20,false,,POS TID000441 SALE
st_000469,payment,website,ord_000449,4594.00,91.88,16.54,0.00,0.00,0.00,4485.58,RZP-STL-20250720-0123,RATNN25072000123,2025-07-18,2025-07-20,false,,PG CAPTURE pay_000449
st_000482,payment,website,ord_000462,2667.00,53.34,9.60,0.00,0.00,0.00,2604.06,RZP-STL-20250720-0123,RATNN25072000123,2025-07-18,2025-07-20,false,,rzp settlement pay_000462
st_000501,payment,offline,ord_000479,5089.00,101.78,18.32,0.00,0.00,0.00,4968.90,POS-BATCH-20250720-0063,SBIN25072000063,2025-07-19,2025-07-20,false,,POS TID000479 SALE
st_000516,payment,offline,ord_000492,2838.25,56.77,10.22,0.00,0.00,0.00,2771.26,POS-BATCH-20250720-0063,SBIN25072000063,2025-07-19,2025-07-20,false,,POS TID000492 SALE
st_000522,payment,website,ord_000498,1597.00,31.94,5.75,0.00,0.00,0.00,1559.31,RZP-STL-20250720-0123,RATNN25072000123,2025-07-18,2025-07-20,false,,PG CAPTURE pay_000498
st_000524,payment,website,ord_000500,5424.00,108.48,19.53,0.00,0.00,0.00,5295.99,RZP-STL-20250720-0123,RATNN25072000123,2025-07-18,2025-07-20,false,,rzp settlement pay_000500
st_000534,payment,website,ord_000510,6689.00,133.78,24.08,0.00,0.00,0.00,6531.14,RZP-STL-20250720-0123,RATNN25072000123,2025-07-18,2025-07-20,false,,PG CAPTURE pay_000510
st_bad_0601,payment,myntra,ord_000413,"1,299.00",1143.49,205.83,42.04,4.20,0.00,"1,101.24",MYN-PO-20250714-0026,ICICN25071400026,2025-07-02,2025-07-14,false,,PPMP SALE ord_000413
