order_id,channel,order_value,expected_commission_rate,expected_fee,expected_net,status,resolution_reason
ord_000231,amazon,1803.00,0.20,360.60,1357.66,booked,
ord_000234,amazon,4153.00,0.20,830.60,3127.21,booked,
ord_000235,flipkart,1751.00,0.17,297.67,1380.49,booked,
ord_000236,flipkart,2689.00,0.15,403.35,2183.47,booked,
ord_000240,flipkart,736.00,0.22,161.92,536.83,booked,
ord_000243,myntra,2832.00,0.25,708.00,1965.41,booked,
ord_000244,amazon,2261.00,0.24,542.64,1595.81,booked,
ord_000245,myntra,5305.00,0.20,1061.00,3994.66,booked,
ord_000247,myntra,5857.00,0.22,1288.54,4272.09,booked,
ord_000250,amazon,4746.25,0.18,854.33,3685.93,booked,
ord_000252,flipkart,2010.00,0.17,341.70,1584.68,booked,
ord_000256,myntra,3140.00,0.25,785.00,2179.16,booked,
ord_000264,flipkart,3770.00,0.22,829.40,2749.84,booked,
ord_000265,amazon,3783.00,0.20,0.00,0.00,booked,
ord_000267,amazon,1717.00,0.24,412.08,1211.86,booked,
ord_000272,myntra,1632.00,0.25,408.00,1132.61,booked,
ord_000276,flipkart,1266.00,0.22,278.52,923.42,booked,
ord_000277,myntra,2950.00,0.22,649.00,2151.73,booked,
ord_000278,amazon,1815.00,0.22,399.30,1323.86,booked,
ord_000282,amazon,2719.00,0.24,0.00,0.00,booked,
ord_000285,amazon,3343.00,0.20,668.60,2517.28,booked,
ord_000290,flipkart,519.00,0.15,77.85,421.43,booked,
ord_000292,flipkart,2022.00,0.15,303.30,1641.87,booked,
ord_000293,amazon,4118.00,0.24,988.32,2906.48,booked,
ord_000295,flipkart,3473.25,0.22,764.12,2533.39,booked,
ord_000296,myntra,3382.00,0.25,845.50,2347.11,booked,
ord_000297,flipkart,2297.00,0.17,390.49,1810.95,booked,
ord_000298,amazon,1554.99,0.22,0.00,0.00,booked,
ord_000299,amazon,1421.00,0.22,312.62,1036.48,booked,
ord_000300,amazon,4166.00,0.24,999.84,2940.36,booked,
ord_000303,flipkart,3656.00,0.22,804.32,2666.68,booked,
ord_000305,amazon,2020.00,0.22,0.00,0.00,booked,
ord_000307,myntra,1958.00,0.25,489.50,1358.85,booked,
ord_000308,myntra,5355.00,0.25,1338.75,3716.36,booked,
ord_000313,myntra,1173.00,0.25,293.25,814.06,booked,
ord_000327,myntra,4167.00,0.28,1166.76,2744.38,booked,
ord_000336,myntra,2122.00,0.25,530.50,1472.67,booked,
ord_000351,myntra,4284.00,0.25,1071.00,2973.10,booked,
ord_000365,myntra,3443.00,0.22,757.46,2511.33,booked,
ord_000367,myntra,2078.00,0.25,519.50,1442.13,booked,
ord_000368,myntra,3693.00,0.25,923.25,2562.94,booked,
ord_000371,myntra,2316.00,0.22,509.52,1689.29,booked,
ord_000387,myntra,3559.00,0.25,889.75,2469.94,booked,
ord_000396,myntra,1713.00,0.25,428.25,1188.82,booked,
ord_000397,myntra,3024.00,0.25,756.00,2098.66,booked,
ord_000398,myntra,5554.00,0.22,1221.88,4051.09,booked,
ord_000406,myntra,5738.00,0.25,1434.50,3982.17,booked,
